id,city,state,attraction,category,latitude,longitude,visit_date,season,traveler_type,duration_days,rating,sentiment_label,sentiment_score,safety_score,cleanliness_score,crowd_level,cost_bucket,weather_at_visit,had_scam,had_emergency,emergency_services_nearby,review_text
265,Varanasi,Uttar Pradesh,Assi Ghat,Spiritual,25.3176,82.9739,2025-08-12,Monsoon,Friends,7,3.0,Neutral,0.17,9,5,High,Mid-range,Rainy,0,0,Hospitals:5;Police:3,Visited Assi Ghat in Varanasi as a Friends traveler during Monsoon. The trip lasted 7 days. I nothing extraordinary. Weather was Rainy and crowd level was High. Overall rating 3.0/5.
266,Kargil,Ladakh,Suru Valley,Mountain,34.5563,76.1269,2024-01-15,Winter,Solo,7,4.3,Positive,0.583,10,4,High,Budget,Sunny,0,0,Hospitals:3;Police:4,Visited Suru Valley in Kargil as a Solo traveler during Winter. The trip lasted 7 days. I felt safe most of the time. Weather was Sunny and crowd level was High. Overall rating 4.3/5.
267,Delhi,Delhi,Qutub Minar,City,28.6139,77.209,2025-02-01,Winter,Friends,4,3.9,Neutral,0.244,5,8,Medium,Budget,Sunny,0,0,Hospitals:3;Police:1,Visited Qutub Minar in Delhi as a Friends traveler during Winter. The trip lasted 4 days. I experience was average. Weather was Sunny and crowd level was Medium. Overall rating 3.9/5.
268,Darjeeling,West Bengal,Tea Gardens,Hill Station,27.041,88.2663,2023-02-05,Winter,Couple,5,3.0,Neutral,-0.082,7,7,Low,Luxury,Humid,0,0,Hospitals:10;Police:7,Visited Tea Gardens in Darjeeling as a Couple traveler during Winter. The trip lasted 5 days. I food options were okay. Weather was Humid and crowd level was Low. Overall rating 3.0/5.
269,Kodaikanal,Tamil Nadu,Pillar Rocks,Hill Station,10.2381,77.4892,2023-04-06,Summer,Business,6,4.2,Positive,0.629,4,7,Medium,Mid-range,Cold,0,0,Hospitals:3;Police:7,Visited Pillar Rocks in Kodaikanal as a Business traveler during Summer. The trip lasted 6 days. I scenic views were breathtaking. Weather was Cold and crowd level was Medium. Overall rating 4.2/5.
270,Manali,Himachal Pradesh,Rohtang Pass,Mountain,32.2432,77.1892,2023-04-16,Summer,Solo,5,3.5,Neutral,0.017,10,6,Medium,Mid-range,Cold,0,0,Hospitals:9;Police:1,Visited Rohtang Pass in Manali as a Solo traveler during Summer. The trip lasted 5 days. I food options were okay. Weather was Cold and crowd level was Medium. Overall rating 3.5/5.
271,Rann of Kutch,Gujarat,Kalo Dungar,Desert,23.7337,69.8597,2024-11-09,Autumn,Solo,5,2.8,Neutral,0.147,6,1,High,Budget,Rainy,0,0,Hospitals:2;Police:3,Visited Kalo Dungar in Rann of Kutch as a Solo traveler during Autumn. The trip lasted 5 days. I nothing extraordinary. Weather was Rainy and crowd level was High. Overall rating 2.8/5.
272,Amritsar,Punjab,Jallianwala Bagh,Spiritual,31.634,74.8723,2023-12-11,Winter,Friends,6,2.0,Negative,-0.268,10,7,Medium,Luxury,Rainy,0,0,Hospitals:8;Police:5,Visited Jallianwala Bagh in Amritsar as a Friends traveler during Winter. The trip lasted 6 days. I traffic was chaotic. Weather was Rainy and crowd level was Medium. Overall rating 2.0/5.
273,Mysuru,Karnataka,Chamundi Hills,Heritage,12.2958,76.6394,2024-04-30,Summer,Family,7,2.7,Neutral,-0.039,7,5,High,Budget,Windy,0,0,Hospitals:5;Police:1,Visited Chamundi Hills in Mysuru as a Family traveler during Summer. The trip lasted 7 days. I had to wait a bit. Weather was Windy and crowd level was High. Overall rating 2.7/5.
274,Ooty,Tamil Nadu,Botanical Gardens,Hill Station,11.4064,76.6932,2025-06-24,Monsoon,Friends,3,4.2,Positive,0.881,9,5,Medium,Budget,Cloudy,0,0,Hospitals:8;Police:1,Visited Botanical Gardens in Ooty as a Friends traveler during Monsoon. The trip lasted 3 days. I transport was convenient. Weather was Cloudy and crowd level was Medium. Overall rating 4.2/5.
275,Hampi,Karnataka,Virupaksha Temple,Heritage,15.335,76.46,2024-01-18,Winter,Solo,6,4.7,Positive,0.69,9,6,Medium,Budget,Windy,0,0,Hospitals:5;Police:2,Visited Virupaksha Temple in Hampi as a Solo traveler during Winter. The trip lasted 6 days. I loved the food and culture. Weather was Windy and crowd level was Medium. Overall rating 4.7/5.
276,Cherrapunji,Meghalaya,Mawsmai Caves,Nature,25.2841,91.7305,2023-04-19,Summer,Solo,7,3.2,Neutral,-0.033,5,5,Very High,Mid-range,Rainy,0,0,Hospitals:7;Police:1,Visited Mawsmai Caves in Cherrapunji as a Solo traveler during Summer. The trip lasted 7 days. I experience was average. Weather was Rainy and crowd level was Very High. Overall rating 3.2/5.
277,Darjeeling,West Bengal,Tiger Hill,Hill Station,27.041,88.2663,2024-12-22,Winter,Business,7,3.5,Neutral,0.181,9,5,Medium,Mid-range,Sunny,0,0,Hospitals:3;Police:3,Visited Tiger Hill in Darjeeling as a Business traveler during Winter. The trip lasted 7 days. I crowd was manageable. Weather was Sunny and crowd level was Medium. Overall rating 3.5/5.
278,Orchha,Madhya Pradesh,Orchha Fort,Heritage,25.3519,78.64,2025-07-14,Monsoon,Business,1,4.0,Positive,0.854,8,8,Medium,Budget,Cloudy,0,0,Hospitals:8;Police:6,Visited Orchha Fort in Orchha as a Business traveler during Monsoon. The trip lasted 1 days. I loved the food and culture. Weather was Cloudy and crowd level was Medium. Overall rating 4.0/5.
279,Pondicherry,Puducherry,White Town,Coastal,11.9416,79.8083,2023-04-17,Summer,Business,2,5.0,Positive,0.382,5,5,High,Mid-range,Rainy,0,0,Hospitals:11;Police:5,Visited White Town in Pondicherry as a Business traveler during Summer. The trip lasted 2 days. I had a wonderful time. Weather was Rainy and crowd level was High. Overall rating 5.0/5.
280,Manali,Himachal Pradesh,Solang Valley,Mountain,32.2432,77.1892,2023-08-15,Monsoon,Business,3,5.0,Positive,0.524,8,7,Medium,Mid-range,Cloudy,0,0,Hospitals:9;Police:6,Visited Solang Valley in Manali as a Business traveler during Monsoon. The trip lasted 3 days. I transport was convenient. Weather was Cloudy and crowd level was Medium. Overall rating 5.0/5.
281,Hampi,Karnataka,Matanga Hill,Heritage,15.335,76.46,2023-06-26,Monsoon,Solo,3,3.4,Neutral,0.121,2,2,Medium,Mid-range,Sunny,0,0,Hospitals:10;Police:7,Visited Matanga Hill in Hampi as a Solo traveler during Monsoon. The trip lasted 3 days. I crowd was manageable. Weather was Sunny and crowd level was Medium. Overall rating 3.4/5.
282,Ooty,Tamil Nadu,Botanical Gardens,Hill Station,11.4064,76.6932,2023-07-29,Monsoon,Business,1,3.5,Neutral,0.224,6,4,Very High,Budget,Sunny,0,0,Hospitals:3;Police:5,Visited Botanical Gardens in Ooty as a Business traveler during Monsoon. The trip lasted 1 days. I basic amenities available. Weather was Sunny and crowd level was Very High. Overall rating 3.5/5.
283,Rishikesh,Uttarakhand,Triveni Ghat,Adventure,30.0869,78.2676,2024-10-15,Autumn,Solo,5,4.1,Positive,0.46,1,10,High,Mid-range,Windy,0,0,Hospitals:6;Police:6,Visited Triveni Ghat in Rishikesh as a Solo traveler during Autumn. The trip lasted 5 days. I felt safe most of the time. Weather was Windy and crowd level was High. Overall rating 4.1/5.
284,Rann of Kutch,Gujarat,Handicraft Villages,Desert,23.7337,69.8597,2024-04-08,Summer,Solo,1,4.7,Positive,0.438,5,10,Medium,Luxury,Humid,0,0,Hospitals:12;Police:1,Visited Handicraft Villages in Rann of Kutch as a Solo traveler during Summer. The trip lasted 1 days. I found the locals very helpful. Weather was Humid and crowd level was Medium. Overall rating 4.7/5.
285,Ahmedabad,Gujarat,Adalaj Stepwell,City,23.0225,72.5714,2023-05-09,Summer,Business,6,3.5,Neutral,0.022,6,7,Medium,Mid-range,Sunny,0,0,Hospitals:14;Police:1,Visited Adalaj Stepwell in Ahmedabad as a Business traveler during Summer. The trip lasted 6 days. I had to wait a bit. Weather was Sunny and crowd level was Medium. Overall rating 3.5/5.
286,Ahmedabad,Gujarat,Kankaria Lake,City,23.0225,72.5714,2025-06-07,Monsoon,Couple,2,3.8,Neutral,0.211,9,5,High,Luxury,Sunny,0,0,Hospitals:10;Police:5,Visited Kankaria Lake in Ahmedabad as a Couple traveler during Monsoon. The trip lasted 2 days. I had to wait a bit. Weather was Sunny and crowd level was High. Overall rating 3.8/5.
287,Nainital,Uttarakhand,Tiffin Top,Hill Station,29.3919,79.4542,2023-05-18,Summer,Family,1,4.8,Positive,0.364,5,6,Low,Mid-range,Windy,0,0,Hospitals:5;Police:7,Visited Tiffin Top in Nainital as a Family traveler during Summer. The trip lasted 1 days. I clean and well-maintained. Weather was Windy and crowd level was Low. Overall rating 4.8/5.
288,Jaipur,Rajasthan,Hawa Mahal,Heritage,26.9124,75.7873,2025-03-29,Summer,Friends,6,5.0,Positive,0.861,7,6,High,Mid-range,Humid,0,0,Hospitals:13;Police:3,Visited Hawa Mahal in Jaipur as a Friends traveler during Summer. The trip lasted 6 days. I scenic views were breathtaking. Weather was Humid and crowd level was High. Overall rating 5.0/5.
289,Jim Corbett,Uttarakhand,Safari Zones,Wildlife,29.53,78.7747,2024-09-06,Monsoon,Friends,7,3.3,Neutral,-0.092,8,3,Very High,Mid-range,Humid,0,0,Hospitals:8;Police:5,Visited Safari Zones in Jim Corbett as a Friends traveler during Monsoon. The trip lasted 7 days. I nothing extraordinary. Weather was Humid and crowd level was Very High. Overall rating 3.3/5.
290,Varanasi,Uttar Pradesh,Dashashwamedh Ghat,Spiritual,25.3176,82.9739,2023-01-22,Winter,Family,6,4.4,Positive,0.882,6,7,Low,Mid-range,Sunny,0,0,Hospitals:10;Police:4,Visited Dashashwamedh Ghat in Varanasi as a Family traveler during Winter. The trip lasted 6 days. I felt safe most of the time. Weather was Sunny and crowd level was Low. Overall rating 4.4/5.
291,Leh,Ladakh,Shanti Stupa,Mountain,34.1526,77.577,2023-06-12,Monsoon,Business,6,3.7,Neutral,0.081,6,8,Medium,Budget,Cold,1,0,Hospitals:10;Police:4,Visited Shanti Stupa in Leh as a Business traveler during Monsoon. The trip lasted 6 days. I nothing extraordinary. Weather was Cold and crowd level was Medium. Overall rating 3.7/5.
292,Orchha,Madhya Pradesh,Ram Raja Temple,Heritage,25.3519,78.64,2023-01-26,Winter,Family,7,3.2,Neutral,0.04,4,6,High,Luxury,Cold,0,0,Hospitals:7;Police:2,Visited Ram Raja Temple in Orchha as a Family traveler during Winter. The trip lasted 7 days. I food options were okay. Weather was Cold and crowd level was High. Overall rating 3.2/5.
293,Khajuraho,Madhya Pradesh,Raneh Falls,Heritage,24.8318,79.9199,2025-06-05,Monsoon,Friends,7,4.6,Positive,0.73,7,6,Medium,Budget,Cold,0,0,Hospitals:5;Police:1,Visited Raneh Falls in Khajuraho as a Friends traveler during Monsoon. The trip lasted 7 days. I great for families. Weather was Cold and crowd level was Medium. Overall rating 4.6/5.
294,Gir,Gujarat,Gir National Park,Wildlife,21.124,70.8242,2023-12-29,Winter,Solo,2,5.0,Positive,0.369,4,3,High,Mid-range,Windy,0,0,Hospitals:6;Police:3,Visited Gir National Park in Gir as a Solo traveler during Winter. The trip lasted 2 days. I great for families. Weather was Windy and crowd level was High. Overall rating 5.0/5.
295,Amritsar,Punjab,Jallianwala Bagh,Spiritual,31.634,74.8723,2025-01-01,Winter,Friends,6,3.6,Neutral,0.057,5,5,Medium,Luxury,Humid,0,0,Hospitals:9;Police:1,Visited Jallianwala Bagh in Amritsar as a Friends traveler during Winter. The trip lasted 6 days. I crowd was manageable. Weather was Humid and crowd level was Medium. Overall rating 3.6/5.
296,Pondicherry,Puducherry,Auroville,Coastal,11.9416,79.8083,2025-09-02,Monsoon,Friends,3,3.3,Neutral,-0.113,6,6,High,Budget,Windy,0,0,Hospitals:9;Police:3,Visited Auroville in Pondicherry as a Friends traveler during Monsoon. The trip lasted 3 days. I food options were okay. Weather was Windy and crowd level was High. Overall rating 3.3/5.
297,Mysuru,Karnataka,Brindavan Gardens,Heritage,12.2958,76.6394,2023-01-06,Winter,Friends,2,3.9,Neutral,0.056,9,8,Medium,Budget,Windy,0,1,Hospitals:1;Police:9,Visited Brindavan Gardens in Mysuru as a Friends traveler during Winter. The trip lasted 2 days. I basic amenities available. Weather was Windy and crowd level was Medium. Overall rating 3.9/5.
298,Kochi,Kerala,Chinese Fishing Nets,Coastal,9.9312,76.2673,2024-02-20,Winter,Couple,6,3.3,Neutral,0.178,4,6,Medium,Mid-range,Humid,0,0,Hospitals:1;Police:1,Visited Chinese Fishing Nets in Kochi as a Couple traveler during Winter. The trip lasted 6 days. I nothing extraordinary. Weather was Humid and crowd level was Medium. Overall rating 3.3/5.
299,Varanasi,Uttar Pradesh,Dashashwamedh Ghat,Spiritual,25.3176,82.9739,2023-09-08,Monsoon,Solo,1,3.8,Neutral,0.049,8,7,Medium,Mid-range,Humid,0,0,Hospitals:3;Police:8,Visited Dashashwamedh Ghat in Varanasi as a Solo traveler during Monsoon. The trip lasted 1 days. I experience was average. Weather was Humid and crowd level was Medium. Overall rating 3.8/5.
300,Mysuru,Karnataka,Chamundi Hills,Heritage,12.2958,76.6394,2023-04-26,Summer,Family,2,3.4,Neutral,-0.119,8,5,Very High,Budget,Cold,0,0,Hospitals:7;Police:4,Visited Chamundi Hills in Mysuru as a Family traveler during Summer. The trip lasted 2 days. I crowd was manageable. Weather was Cold and crowd level was Very High. Overall rating 3.4/5.
301,Mumbai,Maharashtra,Elephanta Caves,City,19.076,72.8777,2024-04-27,Summer,Business,5,3.3,Neutral,0.129,9,8,Low,Budget,Rainy,0,0,Hospitals:1;Police:3,Visited Elephanta Caves in Mumbai as a Business traveler during Summer. The trip lasted 5 days. I had to wait a bit. Weather was Rainy and crowd level was Low. Overall rating 3.3/5.
302,Nainital,Uttarakhand,Naini Lake,Hill Station,29.3919,79.4542,2024-07-28,Monsoon,Friends,4,4.4,Positive,0.577,7,7,Medium,Budget,Windy,0,0,Hospitals:7;Police:2,Visited Naini Lake in Nainital as a Friends traveler during Monsoon. The trip lasted 4 days. I great value for money. Weather was Windy and crowd level was Medium. Overall rating 4.4/5.
303,Gir,Gujarat,Kamleshwar Dam,Wildlife,21.124,70.8242,2023-03-17,Summer,Solo,5,1.1,Negative,-0.666,6,8,Medium,Mid-range,Cold,0,0,Hospitals:1;Police:4,Visited Kamleshwar Dam in Gir as a Solo traveler during Summer. The trip lasted 5 days. I cleanliness could be better. Weather was Cold and crowd level was Medium. Overall rating 1.1/5.
304,Hyderabad,Telangana,Golconda Fort,City,17.385,78.4867,2025-04-17,Summer,Solo,7,3.8,Neutral,0.013,6,7,Low,Budget,Cold,0,0,Hospitals:2;Police:7,Visited Golconda Fort in Hyderabad as a Solo traveler during Summer. The trip lasted 7 days. I had to wait a bit. Weather was Cold and crowd level was Low. Overall rating 3.8/5.
305,Amritsar,Punjab,Golden Temple,Spiritual,31.634,74.8723,2024-06-17,Monsoon,Friends,4,3.7,Neutral,-0.058,8,4,High,Mid-range,Sunny,0,0,Hospitals:5;Police:1,Visited Golden Temple in Amritsar as a Friends traveler during Monsoon. The trip lasted 4 days. I crowd was manageable. Weather was Sunny and crowd level was High. Overall rating 3.7/5.
306,Ooty,Tamil Nadu,Doddabetta Peak,Hill Station,11.4064,76.6932,2024-09-29,Monsoon,Family,3,3.7,Neutral,-0.006,4,8,Low,Luxury,Rainy,0,0,Hospitals:11;Police:10,Visited Doddabetta Peak in Ooty as a Family traveler during Monsoon. The trip lasted 3 days. I experience was average. Weather was Rainy and crowd level was Low. Overall rating 3.7/5.
307,Puri,Odisha,Jagannath Temple,Coastal,19.8135,85.8312,2024-02-19,Winter,Friends,3,2.3,Negative,-0.467,2,7,High,Budget,Cold,0,0,Hospitals:16;Police:6,Visited Jagannath Temple in Puri as a Friends traveler during Winter. The trip lasted 3 days. I faced issues with crowding. Weather was Cold and crowd level was High. Overall rating 2.3/5.
308,Nainital,Uttarakhand,Tiffin Top,Hill Station,29.3919,79.4542,2025-06-26,Monsoon,Family,7,5.0,Positive,0.606,4,6,High,Mid-range,Cloudy,0,0,Hospitals:5;Police:5,Visited Tiffin Top in Nainital as a Family traveler during Monsoon. The trip lasted 7 days. I had a wonderful time. Weather was Cloudy and crowd level was High. Overall rating 5.0/5.
309,Munnar,Kerala,Eravikulam NP,Hill Station,10.0892,77.0595,2025-03-28,Summer,Family,3,3.0,Neutral,-0.143,6,8,Medium,Mid-range,Rainy,0,0,Hospitals:7;Police:1,Visited Eravikulam NP in Munnar as a Family traveler during Summer. The trip lasted 3 days. I basic amenities available. Weather was Rainy and crowd level was Medium. Overall rating 3.0/5.
310,Agra,Uttar Pradesh,Taj Mahal,Monument,27.1751,78.0421,2023-07-04,Monsoon,Couple,4,4.6,Positive,0.756,7,4,Medium,Budget,Sunny,1,0,Hospitals:9;Police:6,Visited Taj Mahal in Agra as a Couple traveler during Monsoon. The trip lasted 4 days. I scenic views were breathtaking. Weather was Sunny and crowd level was Medium. Overall rating 4.6/5.
311,Manali,Himachal Pradesh,Hadimba Temple,Mountain,32.2432,77.1892,2023-03-01,Summer,Solo,2,5.0,Positive,0.414,2,9,Very High,Budget,Windy,0,0,Hospitals:2;Police:5,Visited Hadimba Temple in Manali as a Solo traveler during Summer. The trip lasted 2 days. I found the locals very helpful. Weather was Windy and crowd level was Very High. Overall rating 5.0/5.
312,Khajuraho,Madhya Pradesh,Western Temples,Heritage,24.8318,79.9199,2024-09-13,Monsoon,Friends,6,5.0,Positive,0.846,7,6,High,Budget,Humid,0,0,Hospitals:11;Police:7,Visited Western Temples in Khajuraho as a Friends traveler during Monsoon. The trip lasted 6 days. I scenic views were breathtaking. Weather was Humid and crowd level was High. Overall rating 5.0/5.
313,Pondicherry,Puducherry,White Town,Coastal,11.9416,79.8083,2024-03-15,Summer,Family,1,4.9,Positive,0.699,6,3,High,Budget,Windy,0,0,Hospitals:10;Police:4,Visited White Town in Pondicherry as a Family traveler during Summer. The trip lasted 1 days. I transport was convenient. Weather was Windy and crowd level was High. Overall rating 4.9/5.
314,Chennai,Tamil Nadu,Kapaleeshwarar,City,13.0827,80.2707,2024-12-10,Winter,Business,4,2.9,Neutral,0.116,3,8,Low,Budget,Sunny,0,0,Hospitals:4;Police:5,Visited Kapaleeshwarar in Chennai as a Business traveler during Winter. The trip lasted 4 days. I experience was average. Weather was Sunny and crowd level was Low. Overall rating 2.9/5.
315,Manali,Himachal Pradesh,Solang Valley,Mountain,32.2432,77.1892,2024-01-07,Winter,Business,7,4.9,Positive,0.377,8,4,Low,Mid-range,Windy,0,0,Hospitals:4;Police:6,Visited Solang Valley in Manali as a Business traveler during Winter. The trip lasted 7 days. I had a wonderful time. Weather was Windy and crowd level was Low. Overall rating 4.9/5.
316,Goa,Goa,Calangute Beach,Beach,15.2993,74.124,2023-11-22,Autumn,Friends,7,5.0,Positive,0.657,9,3,Medium,Budget,Humid,0,0,Hospitals:7;Police:5,Visited Calangute Beach in Goa as a Friends traveler during Autumn. The trip lasted 7 days. I scenic views were breathtaking. Weather was Humid and crowd level was Medium. Overall rating 5.0/5.
317,Guwahati,Assam,Umananda,City,26.1445,91.7362,2023-02-23,Winter,Friends,2,2.0,Negative,-0.677,6,9,Medium,Mid-range,Cloudy,0,0,Hospitals:7;Police:2,Visited Umananda in Guwahati as a Friends traveler during Winter. The trip lasted 2 days. I cleanliness could be better. Weather was Cloudy and crowd level was Medium. Overall rating 2.0/5.
318,Sikkim,Sikkim,Tsomgo Lake,Mountain,27.533,88.5122,2023-07-31,Monsoon,Family,5,4.3,Positive,0.467,6,9,Very High,Budget,Sunny,0,0,Hospitals:4;Police:8,Visited Tsomgo Lake in Sikkim as a Family traveler during Monsoon. The trip lasted 5 days. I scenic views were breathtaking. Weather was Sunny and crowd level was Very High. Overall rating 4.3/5.
319,Alleppey,Kerala,Alappuzha Beach,Backwaters,9.4981,76.3388,2023-04-21,Summer,Business,5,3.4,Neutral,-0.06,8,9,Medium,Budget,Cold,0,0,Hospitals:18;Police:8,Visited Alappuzha Beach in Alleppey as a Business traveler during Summer. The trip lasted 5 days. I food options were okay. Weather was Cold and crowd level was Medium. Overall rating 3.4/5.
